seed,true_reward,final_reward
0,0.884848039438579,"[ 0.21458529 -1.44089339 -0.36932623 -0.43990758 -0.21299906 -0.18287633
 -0.0928081  -0.17232021 -0.02397253]"
1,0.884848039438579,"[ 0.21458531 -1.44089359 -0.36932626 -0.43990805 -0.21299947 -0.18287685
 -0.09280849 -0.17232076 -0.02397273]"
2,0.884848039438579,"[ 0.21458523 -1.44089346 -0.36932623 -0.43990817 -0.21299959 -0.18287693
 -0.09280861 -0.17232081 -0.02397307]"
3,0.884848039438579,"[ 0.21458533 -1.44089341 -0.36932624 -0.43990821 -0.21299969 -0.18287696
 -0.09280874 -0.17232086 -0.02397294]"
4,0.884848039438579,"[ 0.21458526 -1.44089338 -0.36932622 -0.43990802 -0.21299949 -0.18287677
 -0.09280853 -0.17232067 -0.02397278]"
