seed,true_reward,final_reward
0,0.0,[-0.00576759 -0.32892571  0.3987174   0.34089149]
1,-0.07142857142857142,[ 0.09104537 -0.45136482  0.60583758  1.05634163]
2,-0.07142857142857142,[-0.02272096 -0.036123    0.15143648  1.02606192]
3,1.0,[-0.29109948 -0.03086286 -0.33580366  0.90989405]
4,-0.07142857142857142,[ 0.37703642 -0.07520516  0.25974055  0.26948531]
