seed,true_reward,final_reward
0,1.0,[-0.25300246  0.05450148  0.67765157  0.37322624]
1,1.0,[-0.25233293  0.0535141   0.67696982  0.36703098]
2,1.0,[-0.25323296  0.05433436  0.67590328  0.37258845]
3,1.0,[-0.25218157  0.05459345  0.67730087  0.36549457]
4,1.0,[-0.25294032  0.05484112  0.67655661  0.37067427]
