seed,true_reward,final_reward
0,1.0,[-0.28231142 -0.22494282  1.03271888 -0.05395922]
1,1.0,[-0.36184347 -0.35372485  1.29005813  0.66782475]
2,1.0,[-0.29903702  0.08096862  0.77971603  0.59753743]
3,0.0,[-0.45764334  0.06430194  0.41445148  0.56953835]
4,1.0,[-0.09117386 -0.02916528  0.93920954 -0.14268463]
