seed,true_reward,final_reward
0,-1.2142857142857142,[ 0.44591404 -0.52915366  0.88794108  0.41778224]
1,-1.2142857142857142,[ 0.75519865 -1.09792983  0.93004195  0.49166052]
2,1.0,[-0.33167141 -0.02563801 -0.7573919   1.18567987]
3,-1.2142857142857142,[ 0.04207709  0.14692503 -0.63475041 -0.15757228]
4,-1.2142857142857142,[ 0.5815545   0.0192197  -0.02676329 -0.2156502 ]
