seed,true_reward,final_reward
0,1.0,[-0.01764446 -0.01405893  1.00204493 -0.00337245]
1,1.0,[-0.02261522 -0.0221078   1.01812863  0.04173905]
2,1.0,[-0.01868981  0.00506054  0.98623225  0.03734609]
3,1.0,[-0.02860271  0.00401887  0.96340322  0.03559615]
4,1.0,[-0.00569837 -0.00182283  0.9962006  -0.00891779]
