seed,true_reward,final_reward
0,1.0,[-0.07058917  0.01641049  0.99157932  0.09457434]
1,1.0,[-0.07037392  0.01619197  0.99120467  0.09307919]
2,1.0,[-0.07060534  0.01637204  0.99072437  0.09442674]
3,1.0,[-0.0703317   0.01645515  0.99136919  0.09270281]
4,1.0,[-0.07053404  0.01649916  0.99103934  0.09396071]
