seed,true_reward,final_reward
0,0.0,[-0.43035929  0.10973593  0.27721956  0.7463189 ]
1,0.0,[-0.42571744  0.10628578  0.27143355  0.71887175]
2,0.0,[-0.43122274  0.10901081  0.26425165  0.74355553]
3,0.0,[-0.42455999  0.11113811  0.27385629  0.71183998]
4,0.0,[-0.42937486  0.11147033  0.26896634  0.73499331]
