seed,true_reward,final_reward
0,0.0,[-0.09577019 -0.16049257  3.9065891   1.00519882]
1,0.0,[-0.09732924 -0.1715266   3.89614203  0.96975236]
2,0.0,[-0.11824149 -0.16757417  3.88551993  0.99884452]
3,0.0,[-0.0953412  -0.16088109  3.90079191  0.96134346]
4,0.0,[-0.11305327 -0.16122394  3.89340218  0.98877593]
