seed,true_reward,final_reward
0,-0.07142857142857142,[-0.01361709 -0.00933671  0.15401045  0.99115066]
1,-0.07142857142857142,[-0.01361657 -0.00933981  0.15400266  0.99114138]
2,-0.07142857142857142,[-0.01362259 -0.00933879  0.15399528  0.99114927]
3,-0.07142857142857142,[-0.01361574 -0.0093368   0.15400574  0.99113924]
4,-0.07142857142857142,[-0.01362089 -0.00933697  0.15400069  0.9911467 ]
