seed,true_reward,final_reward
0,1.0,[-0.0373555   0.00912923  0.9947594   0.05861221]
1,1.0,[-0.03735527  0.00912928  0.99475943  0.05861096]
2,1.0,[-0.03735548  0.00912924  0.99475937  0.05861208]
3,1.0,[-0.03735521  0.0091293   0.99475944  0.05861064]
4,1.0,[-0.03735541  0.00912926  0.9947594   0.05861168]
