seed,true_reward,final_reward
0,0.0,[-0.42939517 -0.36849498  0.17350414  0.22781593]
1,0.0,[-0.46033854 -0.7901314   0.54712055  0.88531812]
2,0.0,[-0.57180982  0.06344616 -0.57104925  1.17719888]
3,0.0,[-0.54046824  0.15335473 -0.77871772  0.42319984]
4,0.0,[-0.13293294  0.03496844 -0.22963967 -0.17198016]
