seed,true_reward,final_reward
0,1.0,[-0.03235657 -0.01977278  0.9608585   0.00115016]
1,1.0,[-0.05596749 -0.03578181  0.99875022  0.04792747]
2,1.0,[-0.02344528  0.00521988  0.98154498  0.0779264 ]
3,1.0,[-0.04724807 -0.00321088  0.90624743  0.06906612]
4,1.0,[-0.00630391 -0.01250323  0.97114139 -0.00410674]
