seed,true_reward,final_reward
0,-0.07142857142857142,[ 5.81415665e-04 -8.07172574e-02  9.29099734e-02  9.46172773e-01]
1,-0.07142857142857142,[ 0.01902901 -0.11585932  0.15304117  1.1064552 ]
2,-0.07142857142857142,[-0.00491555 -0.00356826  0.03487231  1.09118171]
3,-0.07142857142857142,[-0.0758716   0.0038896  -0.07657907  1.07413333]
4,-0.07142857142857142,[ 0.08632539 -0.01881265  0.0694675   0.90946216]
