seed,true_reward,final_reward
0,1.0,[-0.4314576  -0.35806133  1.03259156  0.20713637]
1,1.0,[-0.46258435 -0.7712636   1.42873445  0.87560885]
2,0.0,[-0.57487794  0.07289808  0.26906037  1.17524379]
3,0.0,[-0.53815428  0.14154768  0.06322888  0.47249728]
4,1.0,[-0.13835886  0.03344602  0.57840102 -0.20667301]
