seed,true_reward,final_reward
0,1.0,[-0.26131558  0.05962809  0.7057873   0.4649356 ]
1,1.0,[-0.2613156   0.05962793  0.70578732  0.46493578]
2,1.0,[-0.2613153   0.05962806  0.70578732  0.46493369]
3,1.0,[-0.26131532  0.05962823  0.70578735  0.46493383]
4,1.0,[-0.26131521  0.05962823  0.70578734  0.46493306]
