seed,true_reward,final_reward
0,0.0,[-1.40820184  0.14929622  0.08371767  2.89367199]
1,0.0,[-1.40813495  0.14835644  0.07366074  2.89297858]
2,0.0,[-1.40818927  0.1486722   0.06650044  2.89319051]
3,0.0,[-1.40762102  0.15317966  0.07618165  2.89319722]
4,0.0,[-1.40787634  0.15156091  0.07194261  2.89335011]
