seed,true_reward,final_reward
0,0.0,[-0.53509099  0.13786552  0.92433355  0.95328005]
1,0.0,[-0.52706013  0.13302326  0.91303725  0.91266787]
2,0.0,[-0.53615846  0.13657896  0.89971039  0.94923881]
3,0.0,[-0.52507916  0.14089092  0.91770207  0.90198031]
4,0.0,[-0.53314084  0.14074773  0.90864763  0.93654103]
